1d-7d,,,,,,,Średnia z 7dni,Date,Zamknięte przypadki,Suma Zgonów,DR,Przyrost dzienny ozdrowieńców,Przyrost dzienny zgonów,Date1,Prognoza zgonów,,,,FND
,,,,,,,,,,,,,,,,,,,
21045,18775,21049,17259,10896,14396,25052,18353,2021-03-17,1641197,48032,2.93,6001,453,2021-04-07,537,,,,
18775,21049,17259,10896,14396,25052,27278,19244,2021-03-18,1652220,48388,2.93,10667,356,2021-04-08,564,,,,
21049,17259,10896,14396,25052,27278,25998,20275,2021-03-19,1669079,48807,2.92,16440,419,2021-04-09,593,,,,
17259,10896,14396,25052,27278,25998,26405,21041,2021-03-20,1689206,49156,2.91,19778,349,2021-04-10,612,,,,
10896,14396,25052,27278,25998,26405,21849,21696,2021-03-21,1706362,49296,2.89,17016,140,2021-04-11,627,,,,
14396,25052,27278,25998,26405,21849,14578,22222,2021-03-22,1725747,49361,2.86,19320,65,2021-04-12,636,,,,
25052,27278,25998,26405,21849,14578,16741,22557,2021-03-23,1744742,49757,2.85,18599,396,2021-04-13,643,,,,
27278,25998,26405,21849,14578,16741,29978,23261,2021-03-24,1755586,50332,2.87,10269,575,2021-04-14,667,,,,
25998,26405,21849,14578,16741,29978,34151,24243,2021-03-25,1771729,50852,2.87,15623,520,2021-04-15,696,,,,
26405,21849,14578,16741,29978,34151,35143,25549,2021-03-26,1797102,51295,2.85,24930,443,2021-04-16,729,,,,
21849,14578,16741,29978,34151,35143,31757,26314,2021-03-27,1826041,51743,2.83,28491,448,2021-04-17,746,,,,
14578,16741,29978,34151,35143,31757,29253,27372,2021-03-28,1850275,51874,2.80,24103,131,2021-04-18,767,,,,
16741,29978,34151,35143,31757,29253,16965,27713,2021-03-29,1876018,51922,2.77,25695,48,2021-04-19,767,,,,
29978,34151,35143,31757,29253,16965,20870,28302,2021-03-30,1901199,52383,2.76,24720,461,2021-04-20,780,,,,
34151,35143,31757,29253,16965,20870,32874,28716,2021-03-31,1916405,53036,2.77,14553,653,2021-04-21,795,,,,
35143,31757,29253,16965,20870,32874,35251,28873,2021-04-01,1938012,53657,2.77,20986,621,2021-04-22,799,,,,
31757,29253,16965,20870,32874,35251,30546,28217,2021-04-02,1968224,54154,2.75,29715,497,2021-04-23,776,,,,
29253,16965,20870,32874,35251,30546,28073,27690,2021-04-03,2004191,54725,2.73,35396,571,2021-04-24,756,,,,
16965,20870,32874,35251,30546,28073,22947,26789,2021-04-04,2037110,54929,2.70,32715,204,2021-04-25,722,,,,
20870,32874,35251,30546,28073,22947,9902,25780,2021-04-05,2068206,54993,2.66,31032,64,2021-04-26,685,,,,
32874,35251,30546,28073,22947,9902,8245,23977,2021-04-06,2095784,55053,2.63,27518,60,2021-04-27,630,,,,
35251,30546,28073,22947,9902,8245,14910,21411,2021-04-07,2115706,55691,2.63,19284,638,2021-04-28,564,,,,
30546,28073,22947,9902,8245,14910,27887,20359,2021-04-08,2139633,56645,2.65,22973,954,2021-04-29,539,,,,
28073,22947,9902,8245,14910,27887,28487,20064,2021-04-09,2172684,57413,2.64,32283,768,2021-04-30,530,,,,
22947,9902,8245,14910,27887,28487,24856,19605,2021-04-10,2209717,58162,2.63,36284,749,2021-05-01,516,,,,
9902,8245,14910,27887,28487,24856,21703,19427,2021-04-11,2238604,58407,2.61,28642,245,2021-05-02,507,,,,
8245,14910,27887,28487,24856,21703,12013,19729,2021-04-12,2265404,58468,2.58,26739,61,2021-05-03,509,,,,
14910,27887,28487,24856,21703,12013,13227,20440,2021-04-13,2288988,59112,2.58,22940,644,2021-05-04,528,,,,
27887,28487,24856,21703,12013,13227,21283,21351,2021-04-14,2300919,59915,2.60,11128,803,2021-05-05,556,,,,
28487,24856,21703,12013,13227,21283,21130,20386,2021-04-15,2311284,60597,2.62,9683,682,2021-05-06,534,,,,
24856,21703,12013,13227,21283,21130,17847,18866,2021-04-16,2329252,61192,2.63,17373,595,2021-05-07,496,,,,
21703,12013,13227,21283,21130,17847,15763,17567,2021-04-17,2360488,61808,2.62,30620,616,2021-05-08,460,,,,
12013,13227,21283,21130,17847,15763,12153,16202,2021-04-18,2387199,62015,2.60,26504,207,2021-05-09,421,,,,
13227,21283,21130,17847,15763,12153,7283,15527,2021-04-19,2411379,62116,2.58,24079,101,2021-05-10,400,,,,
21283,21130,17847,15763,12153,7283,9246,14958,2021-04-20,2432589,62717,2.58,20609,601,2021-05-11,386,,,,
21130,17847,15763,12153,7283,9246,13926,13907,2021-04-21,2445865,63457,2.59,12536,740,2021-05-12,361,,,,
17847,15763,12153,7283,9246,13926,12762,12711,2021-04-22,2461965,64151,2.61,15406,694,2021-05-13,331,,,,
15763,12153,7283,9246,13926,12762,10858,11713,2021-04-23,2483844,64690,2.60,21340,539,2021-05-14,305,,,,
12153,7283,9246,13926,12762,10858,9505,10819,2021-04-24,2506236,65203,2.60,21879,513,2021-05-15,281,,,,
7283,9246,13926,12762,10858,9505,7219,10114,2021-04-25,2523507,65396,2.59,17078,193,2021-05-16,262,,,,
9246,13926,12762,10858,9505,7219,3451,9567,2021-04-26,2539293,65418,2.58,15764,22,2021-05-17,246,,,,
13926,12762,10858,9505,7219,3451,5709,9061,2021-04-27,2552531,65878,2.58,12778,460,2021-05-18,234,,,,
12762,10858,9505,7219,3451,5709,8895,8343,2021-04-28,2560862,66514,2.60,7695,636,2021-05-19,217,,,,
10858,9505,7219,3451,5709,8895,8427,7723,2021-04-29,2571841,67055,2.61,10438,541,2021-05-20,201,,,,
9505,7219,3451,5709,8895,8427,6796,7143,2021-04-30,2585835,67484,2.61,13565,429,2021-05-21,186,,,,
7219,3451,5709,8895,8427,6796,6469,6709,2021-05-01,2600306,67907,2.61,14048,423,2021-05-22,175,,,,
3451,5709,8895,8427,6796,6469,4612,6337,2021-05-02,2610852,68051,2.61,10402,144,2021-05-23,165,,,,
5709,8895,8427,6796,6469,4612,2525,6205,2021-05-03,2619992,68088,2.60,9103,37,2021-05-24,161,,,,
8895,8427,6796,6469,4612,2525,2296,5717,2021-05-04,2627173,68116,2.59,7153,28,2021-05-25,148,,,,
8427,6796,6469,4612,2525,2296,3896,5003,2021-05-05,2631837,68465,2.60,4315,349,2021-05-26,130,,,,
6796,6469,4612,2525,2296,3896,6431,4718,2021-05-06,2639062,68975,2.61,6715,510,2021-05-27,123,,,,
6469,4612,2525,2296,3896,6431,6407,4662,2021-05-07,2648378,69428,2.62,8863,453,2021-05-28,122,,,,
4612,2525,2296,3896,6431,6407,4765,4419,2021-05-08,2657391,69849,2.63,8592,421,2021-05-29,116,,,,
2525,2296,3896,6431,6407,4765,3852,4310,2021-05-09,2664225,69996,2.63,6687,147,2021-05-30,113,,,,
2296,3896,6431,6407,4765,3852,2032,4240,2021-05-10,2670916,70018,2.62,6669,22,2021-05-31,111,,,,
3896,6431,6407,4765,3852,2032,3098,4354,2021-05-11,2675980,70337,2.63,4745,319,2021-06-01,114,,,,
6431,6407,4765,3852,2032,3098,4255,4406,2021-05-12,2679084,70680,2.64,2761,343,2021-06-02,116,,,,
6407,4765,3852,2032,3098,4255,3730,4020,2021-05-13,2682111,71022,2.65,2685,342,2021-06-03,106,,,,
4765,3852,2032,3098,4255,3730,3288,3574,2021-05-14,2687239,71311,2.65,4839,289,2021-06-04,95,,,,
3852,2032,3098,4255,3730,3288,2896,3307,2021-05-15,2694301,71609,2.66,6764,298,2021-06-05,88,,,,
2032,3098,4255,3730,3288,2896,2167,3067,2021-05-16,2699822,71664,2.65,5466,55,2021-06-06,81,,,,
3098,4255,3730,3288,2896,2167,1109,2935,2021-05-17,2704668,71675,2.65,4835,11,2021-06-07,78,,,,
4255,3730,3288,2896,2167,1109,1734,2740,2021-05-18,2708273,71767,2.65,3513,92,2021-06-08,73,,,,
3730,3288,2896,2167,1109,1734,2344,2467,2021-05-19,2710751,72096,2.66,2149,329,2021-06-09,66,,,,
3288,2896,2167,1109,1734,2344,2086,2232,2021-05-20,2714425,72346,2.67,3424,250,2021-06-10,59,,,,
2896,2167,1109,1734,2344,2086,1679,2002,2021-05-21,2718939,72537,2.67,4323,191,2021-06-11,53,,,,
2167,1109,1734,2344,2086,1679,1516,1805,2021-05-22,2723103,72728,2.67,3973,191,2021-06-12,48,,,,
1109,1734,2344,2086,1679,1516,1075,1649,2021-05-23,2726349,72774,2.67,3200,46,2021-06-13,44,,,,
1734,2344,2086,1679,1516,1075,559,1570,2021-05-24,2729440,72791,2.67,3074,17,2021-06-14,42,,,,
2344,2086,1679,1516,1075,559,1000,1466,2021-05-25,2731848,72942,2.67,2257,151,2021-06-15,39,,,,
2086,1679,1516,1075,559,1000,1267,1312,2021-05-26,2733325,73151,2.68,1268,209,2021-06-16,35,,,,
1679,1516,1075,559,1000,1267,1230,1189,2021-05-27,2735486,73286,2.68,2026,135,2021-06-17,32,,,,
1516,1075,559,1000,1267,1230,946,1085,2021-05-28,2738035,73403,2.68,2432,117,2021-06-18,29,,,,
1075,559,1000,1267,1230,946,775,979,2021-05-29,2740359,73528,2.68,2199,125,2021-06-19,26,,,,
559,1000,1267,1230,946,775,579,908,2021-05-30,2742100,73584,2.68,1685,56,2021-06-20,24,,,,
1000,1267,1230,946,775,579,333,876,2021-05-31,2743694,73591,2.68,1587,7,2021-06-21,23,,,,
1267,1230,946,775,579,333,588,817,2021-06-01,2745000,73702,2.68,1195,111,2021-06-22,22,,,,
1230,946,775,579,333,588,664,731,2021-06-02,2745806,73830,2.69,678,128,2021-06-23,20,,,,
946,775,579,333,588,664,572,637,2021-06-03,2747061,73921,2.69,1164,91,2021-06-24,17,,,,
775,579,333,588,664,572,319,547,2021-06-04,2748379,73947,2.69,1292,26,2021-06-25,15,,,,
579,333,588,664,572,319,415,496,2021-06-05,2749489,73985,2.69,1072,38,2021-06-26,13,,,,
333,588,664,572,319,415,312,458,2021-06-06,2750485,73998,2.69,983,13,2021-06-27,12,,,,
588,664,572,319,415,312,194,438,2021-06-07,2751371,74006,2.69,878,8,2021-06-28,12,,,,
664,572,319,415,312,194,400,411,2021-06-08,2752118,74101,2.69,652,95,2021-06-29,11,,,,
572,319,415,312,194,400,428,377,2021-06-09,2752604,74209,2.70,378,108,2021-06-30,10,,,,
319,415,312,194,400,428,382,350,2021-06-10,2753301,74293,2.70,613,84,2021-07-01,9,,,,
415,312,194,400,428,382,341,353,2021-06-11,2754099,74361,2.70,730,68,2021-07-02,10,,,,
312,194,400,428,382,341,239,328,2021-06-12,2754757,74408,2.70,611,47,2021-07-03,9,,,,
194,400,428,382,341,239,227,316,2021-06-13,2755137,74419,2.70,369,11,2021-07-04,9,,,,
400,428,382,341,239,227,140,308,2021-06-14,2755554,74420,2.70,416,1,2021-07-05,8,,,,
428,382,341,239,227,140,215,282,2021-06-15,2755964,74472,2.70,358,52,2021-07-06,8,,,,
382,341,239,227,140,215,241,255,2021-06-16,2756253,74534,2.70,227,62,2021-07-07,7,,,,
341,239,227,140,215,241,218,232,2021-06-17,2756745,74580,2.71,446,46,2021-07-08,6,,,,
239,227,140,215,241,218,190,210,2021-06-18,2757232,74628,2.71,439,48,2021-07-09,6,,,,
227,140,215,241,218,190,168,200,2021-06-19,2757692,74669,2.71,419,41,2021-07-10,5,,,,
140,215,241,218,190,168,133,186,2021-06-20,2758037,74674,2.71,340,5,2021-07-11,5,,,,
215,241,218,190,168,133,73,177,2021-06-21,2758273,74675,2.71,235,1,2021-07-12,5,,,,
241,218,190,168,133,73,188,173,2021-06-22,2758537,74704,2.71,235,29,2021-07-13,5,,,,
218,190,168,133,73,188,165,162,2021-06-23,2758750,74739,2.71,178,35,2021-07-14,4,,,,
190,168,133,73,188,165,147,152,2021-06-24,2759045,74763,2.71,271,24,2021-07-15,4,,,,
168,133,73,188,165,147,133,144,2021-06-25,2759328,74799,2.71,247,36,2021-07-16,4,,,,
133,73,188,165,147,133,100,134,2021-06-26,2759564,74820,2.71,215,21,2021-07-17,4,,,,
73,188,165,147,133,100,71,125,2021-06-27,2759776,74825,2.71,207,5,2021-07-18,3,,,,
188,165,147,133,100,71,52,122,2021-06-28,2759980,74825,2.71,204,0,2021-07-19,3,,,,
165,147,133,100,71,52,123,113,2021-06-29,2760154,74851,2.71,148,26,2021-07-20,3,,,,
147,133,100,71,52,123,104,104,2021-06-30,2760268,74867,2.71,98,16,2021-07-21,3,,,,
133,100,71,52,123,104,98,97,2021-07-01,2760478,74890,2.71,187,23,2021-07-22,3,,,,
100,71,52,123,104,98,96,92,2021-07-02,2760669,74911,2.71,170,21,2021-07-23,2,,,,
71,52,123,104,98,96,107,93,2021-07-03,2760832,74929,2.71,145,18,2021-07-24,3,,,,
52,123,104,98,96,107,54,91,2021-07-04,2760964,74930,2.71,131,1,2021-07-25,2,,,,
123,104,98,96,107,54,38,89,2021-07-05,2761075,74931,2.71,110,1,2021-07-26,2,,,,
104,98,96,107,54,38,96,85,2021-07-06,2761181,74941,2.71,96,10,2021-07-27,2,,,,
98,96,107,54,38,96,103,85,2021-07-07,2761281,74958,2.71,83,17,2021-07-28,2,,,,
96,107,54,38,96,103,93,84,2021-07-08,2761425,74977,2.72,125,19,2021-07-29,2,,,,
107,54,38,96,103,93,76,81,2021-07-09,2761536,74994,2.72,94,17,2021-07-30,2,,,,
54,38,96,103,93,76,86,78,2021-07-10,2761656,75001,2.72,113,7,2021-07-31,2,,,,
38,96,103,93,76,86,66,80,2021-07-11,2761751,75002,2.72,94,1,2021-08-01,2,,,,
96,103,93,76,86,66,44,81,2021-07-12,2761862,75002,2.72,111,0,2021-08-02,2,,,,
103,93,76,86,66,44,96,81,2021-07-13,2761941,75015,2.72,66,13,2021-08-03,2,,,,
93,76,86,66,44,96,86,78,2021-07-14,2762061,75021,2.72,114,6,2021-08-04,2,,,,
76,86,66,44,96,86,105,80,2021-07-15,2762167,75033,2.72,94,12,2021-08-05,2,106,12,11.32,9
86,66,44,96,86,105,93,82,2021-07-16,2762317,75047,2.72,136,14,2021-08-06,2,256,26,10.16,8
66,44,96,86,105,93,114,86,2021-07-17,2762604,75054,2.72,280,7,2021-08-07,2,543,33,6.08,5
44,96,86,105,93,114,69,87,2021-07-18,2762678,75057,2.72,71,3,2021-08-08,2,617,36,5.83,5
96,86,105,93,114,69,67,90,2021-07-19,2762759,75057,2.72,81,0,2021-08-09,2,698,36,5.16,5
86,105,93,114,69,67,104,91,2021-07-20,2762870,75061,2.72,107,4,2021-08-10,2,809,40,4.94,5
105,93,114,69,67,104,124,97,2021-07-21,2762955,75064,2.72,82,3,2021-08-11,3,894,43,4.81,5
93,114,69,67,104,124,126,100,2021-07-22,2763077,75073,2.72,113,9,2021-08-12,3,1016,52,5.12,5
114,69,67,104,124,126,108,102,2021-07-23,2763208,75077,2.72,127,4,2021-08-13,3,1147,56,4.88,5
69,67,104,124,126,108,122,103,2021-07-24,2763217,75078,2.72,8,1,2021-08-14,3,1156,57,4.93,5
67,104,124,126,108,122,82,105,2021-07-25,2763315,75079,2.72,97,1,2021-08-15,3,1254,58,4.63,5
104,124,126,108,122,82,74,106,2021-07-26,2763425,75079,2.72,110,0,2021-08-16,3,1364,58,4.25,4
124,126,108,122,82,74,106,106,2021-07-27,2763532,75086,2.72,100,7,2021-08-17,3,1471,65,4.42,5
126,108,122,82,74,106,138,108,2021-07-28,2763629,75089,2.72,94,3,2021-08-18,3,1568,68,4.34,5
108,122,82,74,106,138,167,114,2021-07-29,2763746,75094,2.72,112,5,2021-08-19,3,1685,73,4.33,5
122,82,74,106,138,167,153,120,2021-07-30,2763882,75096,2.72,134,2,2021-08-20,3,1821,75,4.12,5
82,74,106,138,167,153,153,125,2021-07-31,2764015,75098,2.72,131,2,2021-08-21,3,1954,77,3.94,5
74,106,138,167,153,153,91,126,2021-08-01,2764159,75098,2.72,144,0,2021-08-22,3,2098,77,3.67,5
106,138,167,153,153,91,91,128,2021-08-02,2764292,75098,2.72,133,0,2021-08-23,3,2231,77,3.45,4
138,167,153,153,91,91,164,137,2021-08-03,2764394,75102,2.72,98,4,2021-08-24,4,2333,81,3.47,5
167,153,153,91,91,164,164,140,2021-08-04,2764503,75106,2.72,105,4,2021-08-25,4,2442,85,3.48,5
153,153,91,91,164,164,176,142,2021-08-05,2764652,75112,2.72,143,6,2021-08-26,4,2591,91,3.51,5
153,91,91,164,164,176,172,144,2021-08-06,2764828,75118,2.72,170,6,2021-08-27,4,2767,97,3.51,5
91,91,164,164,176,172,181,148,2021-08-07,2765019,75122,2.72,187,4,2021-08-28,4,2958,101,3.41,5
91,164,164,176,172,181,122,153,2021-08-08,2765181,75122,2.72,162,0,2021-08-29,4,3120,101,3.24,5
164,164,176,172,181,122,64,149,2021-08-09,2765356,75122,2.72,175,0,2021-08-30,4,3295,101,3.07,5
164,176,172,181,122,64,200,154,2021-08-10,2765469,75122,2.72,113,0,2021-08-31,4,3408,101,2.96,5
176,172,181,122,64,200,198,159,2021-08-11,2765592,75126,2.72,119,4,2021-09-01,4,3531,105,2.97,5
172,181,122,64,200,198,223,166,2021-08-12,2765749,75128,2.72,155,2,2021-09-02,5,3688,107,2.90,5
181,122,64,200,198,223,196,169,2021-08-13,2765941,75134,2.72,186,6,2021-09-03,5,3880,113,2.91,5
122,64,200,198,223,196,211,173,2021-08-14,2766158,75136,2.72,215,2,2021-09-04,5,4097,115,2.81,5
64,200,198,223,196,211,148,177,2021-08-15,2766317,75136,2.72,159,0,2021-09-05,5,4256,115,2.70,5
200,198,223,196,211,148,128,186,2021-08-16,2766491,75136,2.72,174,0,2021-09-06,5,4430,115,2.60,5
198,223,196,211,148,128,221,189,2021-08-17,2766652,75143,2.72,154,7,2021-09-07,5,4591,122,2.66,5
223,196,211,148,128,221,208,191,2021-08-18,2766746,75144,2.72,93,1,2021-09-08,5,4685,123,2.63,5
196,211,148,128,221,208,197,187,2021-08-19,2766984,75148,2.72,234,4,2021-09-09,5,4923,127,2.58,5
211,148,128,221,208,197,212,189,2021-08-20,2767220,75152,2.72,232,4,2021-09-10,5,5159,131,2.54,5
148,128,221,208,197,212,222,191,2021-08-21,2767453,75153,2.72,232,1,2021-09-11,5,5392,132,2.45,5
128,221,208,197,212,222,185,196,2021-08-22,2767641,75153,2.72,188,0,2021-09-12,5,5580,132,2.37,5
221,208,197,212,222,185,107,193,2021-08-23,2767863,75153,2.72,222,0,2021-09-13,5,5802,132,2.28,4
208,197,212,222,185,107,233,195,2021-08-24,2768062,75161,2.72,191,8,2021-09-14,5,6001,140,2.33,5
197,212,222,185,107,233,234,199,2021-08-25,2768213,75166,2.72,146,5,2021-09-15,5,6152,145,2.36,5
212,222,185,107,233,234,251,206,2021-08-26,2768460,75169,2.72,244,3,2021-09-16,6,6399,148,2.31,5
222,185,107,233,234,251,258,213,2021-08-27,2768688,75172,2.72,225,3,2021-09-17,6,6627,151,2.28,5
185,107,233,234,251,258,290,223,2021-08-28,2768911,75177,2.72,218,5,2021-09-18,6,6850,156,2.28,5
107,233,234,251,258,290,204,225,2021-08-29,2769119,75177,2.71,208,0,2021-09-19,6,7058,156,2.21,5
233,234,251,258,290,204,151,232,2021-08-30,2769351,75177,2.71,232,0,2021-09-20,6,7290,156,2.14,5
234,251,258,290,204,151,285,239,2021-08-31,2769563,75182,2.71,207,5,2021-09-21,6,7502,161,2.15,5
251,258,290,204,151,285,366,258,2021-09-01,2769723,75195,2.71,147,13,2021-09-22,7,7662,174,2.27,6
258,290,204,151,285,366,390,278,2021-09-02,2769970,75202,2.71,240,7,2021-09-23,8,7909,181,2.29,6
290,204,151,285,366,390,349,291,2021-09-03,2770238,75207,2.71,263,5,2021-09-24,8,8177,186,2.27,7
204,151,285,366,390,349,389,305,2021-09-04,2770513,75214,2.71,268,7,2021-09-25,8,8452,193,2.28,7
151,285,366,390,349,389,324,322,2021-09-05,2732906,75379,2.76,252,0,2021-09-26,9,8704,193,2.22,7
285,366,390,349,389,324,183,327,2021-09-06,2733177,75379,2.76,271,0,2021-09-27,9,8975,193,2.15,7
366,390,349,389,324,183,406,344,2021-09-07,2733433,75392,2.76,243,13,2021-09-28,9,9231,206,2.23,8
390,349,389,324,183,406,533,368,2021-09-08,2733629,75403,2.76,185,11,2021-09-29,10,9427,217,2.30,8
349,389,324,183,406,533,510,385,2021-09-09,2733942,75409,2.76,307,6,2021-09-30,11,9740,223,2.29,9
389,324,183,406,533,510,528,410,2021-09-10,2734407,75417,2.76,457,8,2021-10-01,11,10205,231,2.26,9
324,183,406,533,510,528,530,431,2021-09-11,2734776,75425,2.76,361,8,2021-10-02,12,10574,239,2.26,10
183,406,533,510,528,530,476,452,2021-09-12,2733799,75425,2.76,350,0,2021-10-03,12,10924,239,2.19,10
406,533,510,528,530,476,269,465,2021-09-13,2734182,75425,2.76,383,0,2021-10-04,13,11307,239,2.11,10
533,510,528,530,476,269,537,483,2021-09-14,2734540,75433,2.76,350,8,2021-10-05,13,11665,247,2.12,10
510,528,530,476,269,537,767,517,2021-09-15,2734763,75454,2.76,202,21,2021-10-06,14,11888,268,2.25,12
528,530,476,269,537,767,722,547,2021-09-16,2735207,75464,2.76,434,10,2021-10-07,15,12332,278,2.25,12
530,476,269,537,767,722,652,565,2021-09-17,2735713,75472,2.76,498,8,2021-10-08,16,12838,286,2.23,13
476,269,537,767,722,652,797,603,2021-09-18,2736249,75486,2.76,522,14,2021-10-09,17,13374,300,2.24,14
269,537,767,722,652,797,540,612,2021-09-19,2736782,75487,2.76,532,1,2021-10-10,17,13907,301,2.16,13
537,767,722,652,797,540,363,625,2021-09-20,2737308,75487,2.76,526,0,2021-10-11,17,14433,301,2.09,13
767,722,652,797,540,363,711,650,2021-09-21,2737821,75502,2.76,498,15,2021-10-12,18,14946,316,2.11,14
722,652,797,540,363,711,882,667,2021-09-22,2738123,75522,2.76,282,20,2021-10-13,18,15248,336,2.20,15
652,797,540,363,711,882,974,703,2021-09-23,2738706,75536,2.76,569,14,2021-10-14,19,15831,350,2.21,16
797,540,363,711,882,974,813,726,2021-09-24,2739503,75550,2.76,783,14,2021-10-15,20,16628,364,2.19,16
540,363,711,882,974,813,917,743,2021-09-25,2740239,75570,2.76,716,20,2021-10-16,20,17364,384,2.21,16
363,711,882,974,813,917,643,758,2021-09-26,2740914,75571,2.76,674,1,2021-10-17,21,18039,385,2.13,16
711,882,974,813,917,643,421,766,2021-09-27,2741672,75571,2.76,758,0,2021-10-18,21,18797,385,2.05,16
882,974,813,917,643,421,975,804,2021-09-28,2742324,75600,2.76,623,29,2021-10-19,22,19449,414,2.13,17
974,813,917,643,421,975,1234,854,2021-09-29,2742759,75622,2.76,413,22,2021-10-20,24,19884,436,2.19,19
813,917,643,421,975,1234,1208,887,2021-09-30,2743534,75649,2.76,748,27,2021-10-21,24,20659,463,2.24,20
917,643,421,975,1234,1208,1362,966,2021-10-01,2744498,75665,2.76,948,16,2021-10-22,27,21623,479,2.22,21
643,421,975,1234,1208,1362,1344,1027,2021-10-02,2745515,75688,2.76,994,23,2021-10-23,28,22640,502,2.22,23
421,975,1234,1208,1362,1344,1090,1091,2021-10-03,2746317,75694,2.76,796,6,2021-10-24,30,23442,508,2.17,24
975,1234,1208,1362,1344,1090,684,1128,2021-10-04,2747165,75694,2.76,848,0,2021-10-25,31,24290,508,2.09,24
1234,1208,1362,1344,1090,684,1325,1178,2021-10-05,2747930,75740,2.76,719,46,2021-10-26,32,25055,554,2.21,26
1208,1362,1344,1090,684,1325,2085,1300,2021-10-06,2748454,75773,2.76,491,33,2021-10-27,36,25579,587,2.29,30
1362,1344,1090,684,1325,2085,2007,1414,2021-10-07,2749521,75802,2.76,1038,29,2021-10-28,39,26646,616,2.31,33
1344,1090,684,1325,2085,2007,1895,1490,2021-10-08,2750816,75833,2.76,1264,31,2021-10-29,41,27941,647,2.32,35
1090,684,1325,2085,2007,1895,2012,1585,2021-10-09,2752118,75862,2.76,1273,29,2021-10-30,44,29243,676,2.31,37
684,1325,2085,2007,1895,2012,1527,1648,2021-10-10,2744390,75869,2.76,1259,5,2021-10-31,45,30507,681,2.23,37
1325,2085,2007,1895,2012,1527,903,1679,2021-10-11,2745728,75869,2.76,1338,0,2021-11-01,46,31845,681,2.14,36
2085,2007,1895,2012,1527,903,2118,1792,2021-10-12,2746911,75918,2.76,1134,49,2021-11-02,50,33028,730,2.21,40
2007,1895,2012,1527,903,2118,2640,1872,2021-10-13,2747714,75958,2.76,763,40,2021-11-03,52,33831,770,2.28,43
1895,2012,1527,903,2118,2640,3000,2014,2021-10-14,2749201,76018,2.77,1427,60,2021-11-04,56,35318,830,2.35,47
2012,1527,903,2118,2640,3000,2771,2139,2021-10-15,2751289,76067,2.76,2039,49,2021-11-05,59,37406,879,2.35,50
1527,903,2118,2640,3000,2771,3236,2314,2021-10-16,2753350,76111,2.76,2017,44,2021-11-06,64,39467,923,2.34,54
903,2118,2640,3000,2771,3236,2523,2456,2021-10-17,2755297,76112,2.76,1946,1,2021-11-07,68,41414,924,2.23,55
2118,2640,3000,2771,3236,2523,1537,2546,2021-10-18,2757224,76115,2.76,1924,3,2021-11-08,70,43341,927,2.14,54
2640,3000,2771,3236,2523,1537,3931,2805,2021-10-19,2758903,76179,2.76,1615,64,2021-11-09,77,45020,991,2.20,62
3000,2771,3236,2523,1537,3931,5559,3222,2021-10-20,2759991,76254,2.76,1013,75,2021-11-10,89,46108,1066,2.31,75
2771,3236,2523,1537,3931,5559,5592,3593,2021-10-21,2762195,76300,2.76,2158,46,2021-11-11,99,48312,1112,2.30,83
3236,2523,1537,3931,5559,5592,5706,4012,2021-10-22,2764981,76359,2.76,2727,59,2021-11-12,111,51098,1171,2.29,92
2523,1537,3931,5559,5592,5706,6274,4446,2021-10-23,2768008,76434,2.76,2952,75,2021-11-13,123,54125,1246,2.30,102
1537,3931,5559,5592,5706,6274,4728,4761,2021-10-24,2770831,76447,2.76,2810,13,2021-11-14,131,56948,1259,2.21,105
3931,5559,5592,5706,6274,4728,2950,4963,2021-10-25,2773870,76447,2.76,3039,0,2021-11-15,137,59987,1259,2.10,104
5559,5592,5706,6274,4728,2950,6265,5296,2021-10-26,2776575,76540,2.76,2612,93,2021-11-16,146,62692,1352,2.16,114
5592,5706,6274,4728,2950,6265,8361,5697,2021-10-27,2778355,76673,2.76,1647,133,2021-11-17,157,64472,1485,2.30,131
5706,6274,4728,2950,6265,8361,8378,6095,2021-10-28,2782503,76774,2.76,4047,101,2021-11-18,168,68620,1586,2.31,141
6274,4728,2950,6265,8361,8378,9387,6620,2021-10-29,2788024,76876,2.76,5419,102,2021-11-19,183,74141,1688,2.28,151
4728,2950,6265,8361,8378,9387,9798,7124,2021-10-30,2793845,76991,2.76,5706,115,2021-11-20,196,79962,1803,2.25,161
2950,6265,8361,8378,9387,9798,7145,7469,2021-10-31,2799310,77000,2.75,5456,9,2021-11-21,205,85427,1812,2.12,158
6265,8361,8378,9387,9798,7145,4894,7747,2021-11-01,2805747,77013,2.74,6424,13,2021-11-22,213,91864,1825,1.99,154
8361,8378,9387,9798,7145,4894,4514,7497,2021-11-02,2810142,77022,2.74,4386,9,2021-11-23,205,96259,1834,1.91,143
8378,9387,9798,7145,4894,4514,10429,7792,2021-11-03,2813545,77146,2.74,3279,124,2021-11-24,214,99662,1958,1.96,153
9387,9798,7145,4894,4514,10429,15515,8812,2021-11-04,2820331,77396,2.74,6536,250,2021-11-25,242,106448,2208,2.07,183
9798,7145,4894,4514,10429,15515,15904,9743,2021-11-05,2828978,77548,2.74,8495,152,2021-11-26,267,115095,2360,2.05,200
7145,4894,4514,10429,15515,15904,15190,10513,2021-11-06,2838003,77734,2.74,8839,186,2021-11-27,288,124120,2546,2.05,216
4894,4514,10429,15515,15904,15190,12493,11277,2021-11-07,2846653,77758,2.73,8626,24,2021-11-28,308,132770,2570,1.94,218
